image_name,emotion,best_edit,original_score,best_score,best_improvement,csv_path,plot_path
test_001,happy,original,0.22719287872314453,0.22719287872314453,0.0,results_multi/test_001/happy_a_happy_image_clip_scores.csv,results_multi/test_001/happy_a_happy_image_clip_improvements.png
test_001,romantic,original,0.22610729932785034,0.22610729932785034,0.0,results_multi/test_001/romantic_a_romantic_image_clip_scores.csv,results_multi/test_001/romantic_a_romantic_image_clip_improvements.png
test_001,hopeful,original,0.22013185918331146,0.22013185918331146,0.0,results_multi/test_001/hopeful_a_hopeful_image_clip_scores.csv,results_multi/test_001/hopeful_a_hopeful_image_clip_improvements.png
test_002,hopeful,original,0.23293960094451904,0.23293960094451904,0.0,results_multi/test_002/hopeful_a_hopeful_image_clip_scores.csv,results_multi/test_002/hopeful_a_hopeful_image_clip_improvements.png
test_015,peaceful,original,0.17588229477405548,0.17588229477405548,0.0,results_multi/test_015/peaceful_a_peaceful_image_clip_scores.csv,results_multi/test_015/peaceful_a_peaceful_image_clip_improvements.png
test_017,peaceful,original,0.24837839603424072,0.24837839603424072,0.0,results_multi/test_017/peaceful_a_peaceful_image_clip_scores.csv,results_multi/test_017/peaceful_a_peaceful_image_clip_improvements.png
test_017,romantic,original,0.24695105850696564,0.24695105850696564,0.0,results_multi/test_017/romantic_a_romantic_image_clip_scores.csv,results_multi/test_017/romantic_a_romantic_image_clip_improvements.png
test_018,hopeful,original,0.2317962348461151,0.2317962348461151,0.0,results_multi/test_018/hopeful_a_hopeful_image_clip_scores.csv,results_multi/test_018/hopeful_a_hopeful_image_clip_improvements.png
test_023,happy,original,0.21153999865055084,0.21153999865055084,0.0,results_multi/test_023/happy_a_happy_image_clip_scores.csv,results_multi/test_023/happy_a_happy_image_clip_improvements.png
test_025,happy,original,0.2206629067659378,0.2206629067659378,0.0,results_multi/test_025/happy_a_happy_image_clip_scores.csv,results_multi/test_025/happy_a_happy_image_clip_improvements.png
test_027,happy,original,0.2072436362504959,0.2072436362504959,0.0,results_multi/test_027/happy_a_happy_image_clip_scores.csv,results_multi/test_027/happy_a_happy_image_clip_improvements.png
test_028,peaceful,original,0.20137518644332886,0.20137518644332886,0.0,results_multi/test_028/peaceful_a_peaceful_image_clip_scores.csv,results_multi/test_028/peaceful_a_peaceful_image_clip_improvements.png
test_029,happy,original,0.25512415170669556,0.25512415170669556,0.0,results_multi/test_029/happy_a_happy_image_clip_scores.csv,results_multi/test_029/happy_a_happy_image_clip_improvements.png
test_029,lonely,original,0.22400027513504028,0.22400027513504028,0.0,results_multi/test_029/lonely_a_lonely_image_clip_scores.csv,results_multi/test_029/lonely_a_lonely_image_clip_improvements.png
test_029,hopeful,original,0.2352854311466217,0.2352854311466217,0.0,results_multi/test_029/hopeful_a_hopeful_image_clip_scores.csv,results_multi/test_029/hopeful_a_hopeful_image_clip_improvements.png
test_030,happy,original,0.19384902715682983,0.19384902715682983,0.0,results_multi/test_030/happy_a_happy_image_clip_scores.csv,results_multi/test_030/happy_a_happy_image_clip_improvements.png
test_030,romantic,original,0.20942722260951996,0.20942722260951996,0.0,results_multi/test_030/romantic_a_romantic_image_clip_scores.csv,results_multi/test_030/romantic_a_romantic_image_clip_improvements.png
test_030,hopeful,original,0.20885759592056274,0.20885759592056274,0.0,results_multi/test_030/hopeful_a_hopeful_image_clip_scores.csv,results_multi/test_030/hopeful_a_hopeful_image_clip_improvements.png
test_040,happy,original,0.21341852843761444,0.21341852843761444,0.0,results_multi/test_040/happy_a_happy_image_clip_scores.csv,results_multi/test_040/happy_a_happy_image_clip_improvements.png
test_044,peaceful,original,0.22168642282485962,0.22168642282485962,0.0,results_multi/test_044/peaceful_a_peaceful_image_clip_scores.csv,results_multi/test_044/peaceful_a_peaceful_image_clip_improvements.png
test_045,peaceful,original,0.21771539747714996,0.21771539747714996,0.0,results_multi/test_045/peaceful_a_peaceful_image_clip_scores.csv,results_multi/test_045/peaceful_a_peaceful_image_clip_improvements.png
test_045,romantic,original,0.21513216197490692,0.21513216197490692,0.0,results_multi/test_045/romantic_a_romantic_image_clip_scores.csv,results_multi/test_045/romantic_a_romantic_image_clip_improvements.png
test_046,happy,original,0.20363622903823853,0.20363622903823853,0.0,results_multi/test_046/happy_a_happy_image_clip_scores.csv,results_multi/test_046/happy_a_happy_image_clip_improvements.png
test_047,hopeful,original,0.22724922001361847,0.22724922001361847,0.0,results_multi/test_047/hopeful_a_hopeful_image_clip_scores.csv,results_multi/test_047/hopeful_a_hopeful_image_clip_improvements.png
test_053,hopeful,original,0.21264325082302094,0.21264325082302094,0.0,results_multi/test_053/hopeful_a_hopeful_image_clip_scores.csv,results_multi/test_053/hopeful_a_hopeful_image_clip_improvements.png
test_056,romantic,original,0.22774724662303925,0.22774724662303925,0.0,results_multi/test_056/romantic_a_romantic_image_clip_scores.csv,results_multi/test_056/romantic_a_romantic_image_clip_improvements.png
test_059,lonely,original,0.24818551540374756,0.24818551540374756,0.0,results_multi/test_059/lonely_a_lonely_image_clip_scores.csv,results_multi/test_059/lonely_a_lonely_image_clip_improvements.png
test_063,hopeful,original,0.2071298211812973,0.2071298211812973,0.0,results_multi/test_063/hopeful_a_hopeful_image_clip_scores.csv,results_multi/test_063/hopeful_a_hopeful_image_clip_improvements.png
test_066,peaceful,original,0.21714922785758972,0.21714922785758972,0.0,results_multi/test_066/peaceful_a_peaceful_image_clip_scores.csv,results_multi/test_066/peaceful_a_peaceful_image_clip_improvements.png
test_068,hopeful,original,0.21909430623054504,0.21909430623054504,0.0,results_multi/test_068/hopeful_a_hopeful_image_clip_scores.csv,results_multi/test_068/hopeful_a_hopeful_image_clip_improvements.png
test_069,happy,original,0.2210690826177597,0.2210690826177597,0.0,results_multi/test_069/happy_a_happy_image_clip_scores.csv,results_multi/test_069/happy_a_happy_image_clip_improvements.png
test_069,romantic,original,0.22337360680103302,0.22337360680103302,0.0,results_multi/test_069/romantic_a_romantic_image_clip_scores.csv,results_multi/test_069/romantic_a_romantic_image_clip_improvements.png
test_069,hopeful,original,0.22024989128112793,0.22024989128112793,0.0,results_multi/test_069/hopeful_a_hopeful_image_clip_scores.csv,results_multi/test_069/hopeful_a_hopeful_image_clip_improvements.png
test_070,happy,original,0.2207678109407425,0.2207678109407425,0.0,results_multi/test_070/happy_a_happy_image_clip_scores.csv,results_multi/test_070/happy_a_happy_image_clip_improvements.png
test_073,hopeful,original,0.20056240260601044,0.20056240260601044,0.0,results_multi/test_073/hopeful_a_hopeful_image_clip_scores.csv,results_multi/test_073/hopeful_a_hopeful_image_clip_improvements.png
test_075,happy,original,0.22847776114940643,0.22847776114940643,0.0,results_multi/test_075/happy_a_happy_image_clip_scores.csv,results_multi/test_075/happy_a_happy_image_clip_improvements.png
test_080,happy,original,0.2346383035182953,0.2346383035182953,0.0,results_multi/test_080/happy_a_happy_image_clip_scores.csv,results_multi/test_080/happy_a_happy_image_clip_improvements.png
test_080,romantic,original,0.21762792766094208,0.21762792766094208,0.0,results_multi/test_080/romantic_a_romantic_image_clip_scores.csv,results_multi/test_080/romantic_a_romantic_image_clip_improvements.png
